ticket_id,review,category,rating,emotion,confidence,priority
TKT-17223,"I am facing problem while calling. ""While i turn ON loud speaker during call, my person on the other",mobile accessories,1,anger/sadness,64.55%,HIGH
TKT-17233,"Aacha h, but direct video calling ka function nahi hai",mobile,2,anger/sadness,54.82%,HIGH
TKT-17234,"I am purchased only for look this brand but Camera quality is very bad, plz don't waste your money f",mobile accessories,1,anger/sadness,94.46%,HIGH
TKT-17251,"I've been an iPhone user since iPhone 4. In fact, my whole work platform is based on Apple products.",mobile,2,anger/sadness,90.77%,HIGH
TKT-17272,"Nothing is working in Android, contacted Amazon for return of product , they played a nice game to s",smartTv,1,anger/sadness,89.24%,HIGH
TKT-17278,Totally bakwash phone!Now company has reduced the price of RS. 7500/- I have purchased the same on R,mobile,1,anger/sadness,73.07%,HIGH
TKT-17282,"I got the default pieace and its not working fine, the indicators lights are malfunctioning and its ",mobile,1,anger/sadness,83.92%,HIGH
TKT-17286,It wire has very sensitive with in 20days its wire was broken from inside,mobile,2,anger/sadness,51.51%,HIGH
TKT-17288,"I have purchased online Redmi 6 Pro (Gold, 4GB RAM, 64GB Storage) its calibration is bad. It is hang",mobile,1,anger/sadness,74.77%,HIGH
TKT-17295,Got the laptop but charging adapter was missing in the box. Amazon/Seller didn't provided the laptop,smartTv,4,anger/sadness,74.14%,HIGH
TKT-17302,I bought two of these cables and both of them developed loose connection and stopped charging within,mobile,2,anger/sadness,73.47%,HIGH
TKT-17303,"Remote stops working sometime. 11th day after recieaval of TV. Service centre doesn't respond, wants",smartTv,2,anger/sadness,62.86%,HIGH
TKT-17304,"I like mobile look, and i dislike battery backup, hanging, camera and internet is very slow.",mobile accessories,2,anger/sadness,41.06%,HIGH
TKT-17309,Phone is really nice but it does not support 2019 security update and gets stuck in bootloop probabl,mobile,1,anger/sadness,67.33%,HIGH
TKT-17321,NOISE IS NOT HEARING PROPER,smartTv,3,anger/sadness,49.05%,HIGH
TKT-17328,"The watch they delivered was a fake one, with no customer care assistance.The touch screen is useles",refrigerator,1,anger/sadness,86.63%,HIGH
TKT-17331,"The signal reception on this mobile is below average , the camera seems to show more saturated colou",mobile accessories,3,neutral,40.32%,MEDIUM
TKT-17333,I have infinix note 4 . I charge with this 2i device 2.5 hour only 45 % (4300 mah Mobile) . I don't ,mobile,3,anger/sadness,48.39%,HIGH
TKT-17338,Headphones not provided but they tell we will provide and phone is too slow even no applications ins,mobile,1,anger/sadness,47.24%,HIGH
TKT-17350,One side of the earphone stopped working in exactly one month completion of buying. So is it a fake ,mobile,1,anger/sadness,94.13%,HIGH
TKT-17364,Bakwas,smartTv,1,anger/sadness,58.72%,HIGH
TKT-17369,Please take this phone because this fone is have lots of issue this fone is getting hang bettry drai,mobile,1,anger/sadness,64.41%,HIGH
TKT-17372,picture quality is very poor and sound and battry life is average,mobile accessories,2,anger/sadness,45.07%,HIGH
TKT-17380,Worst mobile ever I seen.I will hard reset two times but till mobile give us problem.amazon give us ,smartTv,2,anger/sadness,95.41%,HIGH
TKT-17392,These are first impressions since I have been using it for only 2 days: Overall positive. Will write,smartTv,4,anger/sadness,54.67%,HIGH
TKT-17404,"Low quality material used. I am using this from 1.5 months, and one side of headphone is completely ",mobile,1,anger/sadness,49.31%,HIGH
TKT-17427,Phone heat up when use 15 min continue online gameing camera not more clear Phone temprature goes ne,mobile,2,anger/sadness,70.64%,HIGH
TKT-17445,Did not receive the sd card. Instead received torn packet inside the envelope without sd card,mobile,1,anger/sadness,73.08%,HIGH
TKT-17446,Worst cell,mobile,5,anger/sadness,80.02%,HIGH
TKT-17449,Good enough. Good looks. But it failed flatmates service part. There was some problem with motherboa,mobile accessories,1,anger/sadness,90.58%,HIGH
TKT-17470,Laptop is good but dead slow RAM 4g not enogh.HP should describe required RAM for normal operation. ,smartTv,4,anger/sadness,57.42%,HIGH
TKT-17476,I didn't like,refrigerator,2,anger/sadness,42.03%,HIGH
TKT-17481,Worst phone..already hanging with only light apps..don buy,smartTv,1,anger/sadness,98.39%,HIGH
TKT-17482,Rightside speaker stop working within 20 days.,mobile accessories,1,anger/sadness,84.44%,HIGH
TKT-17485,"Waste money on this mobile purchase. Bad camera quality, battery life is so small. And many other is",mobile,3,anger/sadness,84.58%,HIGH
TKT-17489,This is only fitness watch.there is no other function.there is only 6 to 7 face dail.waste of money ,refrigerator,1,anger/sadness,93.91%,HIGH
TKT-17498,The watch is pretty much okay but from Honor I expected more. The built quality looks cheap and the ,refrigerator,3,anger/sadness,38.56%,HIGH
TKT-17503,LED backlit bleeding...worst I didn't expect it from Samsung brand,smartTv,1,anger/sadness,80.86%,HIGH
TKT-17506,Extremely poor battery. Doesn't even last a day on full charge. Practically useless headphones. Soun,mobile accessories,1,anger/sadness,80.08%,HIGH
TKT-17509,It starts hanging as soon as you have 3 or 4 apps active. Camera quality is also pathetic.,mobile accessories,1,anger/sadness,65.61%,HIGH
TKT-17511,Each time restart date and time changing. Some of the apps not working,smartTv,1,anger/sadness,66.87%,HIGH
TKT-17516,Very very bad camera quality... picture starts pixelated with slight zoom after clicking. Is it expe,mobile,3,anger/sadness,40.33%,HIGH
TKT-17519,Device is getting heated...need to replace or refund,mobile accessories,1,anger/sadness,75.20%,HIGH
TKT-17523,"Worst camera experience,and price drop .",mobile accessories,3,anger/sadness,69.52%,HIGH
TKT-17526,Worst quality,mobile,1,anger/sadness,85.37%,HIGH
TKT-17530,Never buy TV from Amazon. I received the TV with its Remote not working. Getting to work with suppor,smartTv,1,anger/sadness,64.04%,HIGH
TKT-17532,not working within 1 months,mobile,1,anger/sadness,77.70%,HIGH
TKT-17539,It takes more than 8 hrs for getting full charge. And anathor problem is this power bank have the ca,mobile,1,anger/sadness,57.86%,HIGH
TKT-17541,Average product.,mobile,3,neutral,46.98%,MEDIUM
TKT-17553,A good product for the budget. Worth. But MI all models has more radiation which affect us. If u spe,mobile,3,neutral,43.19%,MEDIUM
TKT-17562,Phone was hang and restart automatically,mobile,1,anger/sadness,82.76%,HIGH
TKT-17563,Laptop is not getting on so please replace it with new one. Regards. J P JAMES,smartTv,1,anger/sadness,74.02%,HIGH
TKT-17566,Not bad,smartTv,1,anger/sadness,67.42%,HIGH
TKT-17571,Some applications are not getting installed like google pay. Rear camera is not upto the mark. Front,mobile accessories,2,neutral,44.67%,MEDIUM
TKT-17580,Got faulty product again after replacement with the same defect ( looks like product is not really r,refrigerator,1,anger/sadness,74.27%,HIGH
TKT-17582,Quality is very poor .. I have not used even a two week and know it's not working ...,mobile,1,anger/sadness,80.35%,HIGH
TKT-17586,"Don't buy, not worth the price n features....n amazon service is also bad",mobile,1,anger/sadness,60.16%,HIGH
TKT-17587,Not bad,smartTv,4,anger/sadness,67.42%,HIGH
TKT-17590,Build Quality is so Cheap... not a competitor for any mobile for this segment... Charging port in th,mobile,1,anger/sadness,46.35%,HIGH
TKT-17592,The band is thick. It should have been a thiner. And also the band cannot be paired to multiple acco,refrigerator,2,anger/sadness,47.06%,HIGH
TKT-17594,Totally scrap... i wastedvmy 13000 rupees for this scrap... after 7 days phone starting hang... apps,mobile accessories,1,anger/sadness,85.37%,HIGH
TKT-17604,Initially worked well now stopped working,mobile accessories,4,anger/sadness,77.51%,HIGH
TKT-17607,Mobile getting too much heating while using. Worst battery performance.. It's really monestor batter,mobile,1,anger/sadness,73.62%,HIGH
TKT-17610,"give me wrong product, only 3 month it gave a abnormal display issues",mobile accessories,1,anger/sadness,64.47%,HIGH
TKT-17640,Received TV 60 days ago. No installation. Worst system.,smartTv,1,anger/sadness,84.24%,HIGH
TKT-17655,Maine agar ye camera Liya aur usme kuch problem aaya to me yaha ke Nikon service center se service l,refrigerator,4,anger/sadness,49.59%,HIGH
TKT-17658,I don't suggest bez it's getting heat quickly With use of 10 mins net - battery getting heat,mobile,2,anger/sadness,46.77%,HIGH
TKT-17661,Worst phone ever from samsung,mobile accessories,1,anger/sadness,97.11%,HIGH
TKT-17663,Average,mobile,3,neutral,55.72%,MEDIUM
TKT-17666,Performance quality is not much as expected....also delay in opening apps..and network supporting is,mobile,2,anger/sadness,67.22%,HIGH
TKT-17669,Phone is not working properly after 2 3 months...its hang too much,mobile,3,anger/sadness,84.98%,HIGH
TKT-17677,"Fingerprint reader not working,flash light very worst,Camera quality is very poor,battery average,di",mobile,1,anger/sadness,66.08%,HIGH
TKT-17678,Stop working,mobile accessories,1,anger/sadness,79.73%,HIGH
TKT-17683,Slim and light. Looks very professional... little bit slow processing.. Average Camera.. Nice sounds,smartTv,2,anger/sadness,49.86%,HIGH
TKT-17691,"I purchased this product on 5th April,2019. Within 2 months charger became non functional & phone ha",mobile accessories,1,anger/sadness,97.20%,HIGH
TKT-17692,All specifications are bad,mobile,1,anger/sadness,57.24%,HIGH
TKT-17729,Very worest I don't receive 1000 cashback ...I am seriously upset with Amazon team .. camera quality,mobile,3,anger/sadness,66.35%,HIGH
TKT-17759,"Amazon , please do fair business practices. Firstly the product failed within 5 months and then repl",smartTv,1,anger/sadness,93.35%,HIGH
TKT-17770,"After a few months the voice has started breaking and when it is switched off and on, then the voice",mobile,1,anger/sadness,50.40%,HIGH
TKT-17775,Amazon fake site ... iphone 7 switch on problem,smartTv,1,anger/sadness,93.31%,HIGH
TKT-17776,"Phone is nice but it started giving issue within 1 week after purchase, phone were getting automatic",mobile,2,anger/sadness,83.30%,HIGH
TKT-17785,"I am your old customer and faith & trust on your AMAZON, want to return due to two reasons, firstly ",mobile,3,anger/sadness,96.90%,HIGH
TKT-17791,Not good camera is bad Plastic material Screen quality is not good Sound quality is poor Finger sens,mobile accessories,1,anger/sadness,75.64%,HIGH
TKT-17798,"Worst product, it been just 15 days and one side is NOT working even though I took very much care on",mobile accessories,1,anger/sadness,95.14%,HIGH
TKT-17799,it stop working after 30 days of usases.,refrigerator,1,anger/sadness,69.27%,HIGH
TKT-17833,Worst product I had till date. Very very slow. Hangs in opening any website. Complete disappointed f,smartTv,1,anger/sadness,94.89%,HIGH
TKT-17834,"Cabinet build quality is very poor, LCD fitted in pannel is very loose and there is free play in bet",smartTv,1,anger/sadness,44.60%,HIGH
TKT-17851,I dont this phone is not working properly becuse the location function or google map is too slow eve,mobile,3,anger/sadness,58.92%,HIGH
TKT-17869,I just want replce my shellphone it's screen not working properly either u change my phone return my,mobile accessories,1,anger/sadness,87.86%,HIGH
TKT-17874,"This mobile M20 will frequency hang it it takes several minutes to recover, also sometimes it will c",mobile accessories,1,anger/sadness,57.16%,HIGH
TKT-17875,"Very low quality phone,very low cell reception,battery very quick discharge,even not in use,6000mah,",mobile,1,anger/sadness,51.85%,HIGH
TKT-17887,So slow it takes time to download,mobile accessories,1,anger/sadness,47.02%,HIGH
TKT-17893,Bad,mobile accessories,1,anger/sadness,67.42%,HIGH
TKT-17897,Average,mobile,3,neutral,55.72%,MEDIUM
TKT-17901,I am highly disappointed with it. Sometimes it doesn't start. Screen gets blue or red. It seems like,smartTv,1,anger/sadness,91.33%,HIGH
TKT-17903,"This phone has a very poor picture quality. Being a 48 MP sensor camera, quality is way less than a ",mobile accessories,1,anger/sadness,52.80%,HIGH
TKT-17905,I had purchased this mobile. Mobile have heating problem during call and Data. after 3 month mobile ,mobile accessories,1,anger/sadness,94.72%,HIGH
TKT-17918,I didn’t found any audio jack for old ear phone but i found in apple site that will be come with iph,smartTv,4,anger/sadness,54.32%,HIGH
TKT-17930,Waste mobile,mobile,1,anger/sadness,95.12%,HIGH
TKT-17932,rotate not working,mobile,4,anger/sadness,76.11%,HIGH
TKT-17933,Good to buy it from the mi store . Packing at its worst . Do not buy,mobile,1,anger/sadness,57.51%,HIGH
TKT-17939,"I bought this phone and within a week the screen started shaking, eventually had to change the scree",mobile,2,anger/sadness,90.74%,HIGH
TKT-17947,"Bad clarity, didn't thought mi does for us. No screen mirroring....... Many more",smartTv,1,anger/sadness,67.71%,HIGH
TKT-17965,Everything about this phone is good bt its battery is worst plz dont buy this phone it has a very ba,mobile,2,anger/sadness,84.43%,HIGH
TKT-17977,"The phone is good , but the headphones shows it's true colour, it's giving a lot of problem I'm real",mobile accessories,3,anger/sadness,51.57%,HIGH
TKT-17983,Average,mobile accessories,2,neutral,55.72%,MEDIUM
TKT-17991,sound is too low,mobile accessories,1,anger/sadness,39.22%,HIGH
TKT-18000,"Handset gets warm without any calls or use, it becomes so much hot that you cant handle it. Also it ",smartTv,1,anger/sadness,83.15%,HIGH
TKT-18009,Worst experience have with this mobile after 2 months it's not working and no display of the mobile ,mobile accessories,1,anger/sadness,97.27%,HIGH
TKT-18018,It's capacity is much below the 10000 mAh. It takes lot of time to get fully charged but get dischar,mobile,1,anger/sadness,46.05%,HIGH
TKT-18020,"mobile not working , poor service redmi service center kindly replaced mobile R refund my money 10 d",mobile,1,anger/sadness,92.66%,HIGH
TKT-18029,Very poor camera detailing. Battery is not that much as expected from 6000mah. Processor is not that,mobile,1,anger/sadness,45.33%,HIGH
TKT-18036,not able to call using the speaker or answer the incoming call ्pursuing to return..purchased for th,smartTv,3,anger/sadness,79.01%,HIGH
TKT-18049,"I got this in Rs. 5,500 which sounds a very good deal indeed for me. Gifted it to my father. I can s",mobile,3,neutral,53.04%,MEDIUM
TKT-18050,"Horrible. System Hangs a lot, waste of money, poor performance and latency issues. Not for people wh",smartTv,1,anger/sadness,91.37%,HIGH
TKT-18051,"Phone is having serious heating issue, have replaced the phone twice but still the issue remains the",mobile accessories,2,anger/sadness,96.00%,HIGH
TKT-18055,Phone is very very slow. Only runs well with few apps. The moment you install more app phone just ha,mobile,3,anger/sadness,50.57%,HIGH
TKT-18062,First the supplier cheated me by sending a cheap third rate product that I would not give my house h,mobile,1,anger/sadness,75.46%,HIGH
TKT-18070,This mobile is having the following problems. 1. Bluetooth Headset not connecting. 2. Volume is fluc,mobile,3,anger/sadness,36.74%,HIGH
TKT-18072,Sorry,mobile,1,anger/sadness,51.86%,HIGH
TKT-18075,mi look good but doesnt work properly and battery discharge very fast so plz dont buy take redmi 5 p,mobile accessories,1,anger/sadness,85.40%,HIGH
TKT-18091,It is just a waste of money no durability at all i purchased this product on 11th of aug 2019 and no,mobile,1,anger/sadness,94.36%,HIGH
TKT-18094,After one month camara not functioning. Photos not showing. Same issue occurred again & again.,mobile accessories,2,anger/sadness,66.32%,HIGH
TKT-18103,"Defective back panel, worst front cam, restarting automatically, lagging occasionally.",mobile accessories,1,anger/sadness,94.59%,HIGH
TKT-18118,Worst speaker with worst service . I started creating problems after one month and even continue aft,smartTv,1,anger/sadness,98.95%,HIGH
TKT-18124,The product who are all buying please check wheather everything are inside before signing your order,smartTv,1,anger/sadness,94.22%,HIGH
TKT-18128,Amazon did an exellent job in regards to delivery. But man the after sale service for this product i,smartTv,1,anger/sadness,90.13%,HIGH
TKT-18132,"Fake features showing for spec, Camera Quality is very worst. Future I did not buy with amazon.",smartTv,1,anger/sadness,77.05%,HIGH
TKT-18138,It worked well for 5months..but after that mic is not working.. I can able to hear voice from speake,mobile,1,anger/sadness,88.19%,HIGH
TKT-18148,Worst camera phone ever have,mobile accessories,1,anger/sadness,78.68%,HIGH
TKT-18158,Bluetooth connectivity is giving problems within a few months,smartTv,2,anger/sadness,50.31%,HIGH
TKT-18159,Nothing pre installed you have to bear another 10000/- for installation of apps and softwares,smartTv,1,anger/sadness,44.94%,HIGH
TKT-18166,Very display quality 1 fit down sell then broken display please don't purchase this phone very poor ,mobile accessories,1,anger/sadness,93.78%,HIGH
TKT-18172,Worst phone I ever had in my life Nokia is far better than this,mobile,1,anger/sadness,84.23%,HIGH
TKT-18176,"All it's featires are good. But it does not last long. Ordered in july and in just 3 months, they're",mobile accessories,2,anger/sadness,73.63%,HIGH
TKT-18181,"The volume button is stuck and volume operates automatically, my phone is up to date",mobile,1,anger/sadness,68.02%,HIGH
TKT-18193,It's a bad quality of music player .. against this price service is very poor.,smartTv,1,anger/sadness,78.92%,HIGH
TKT-18198,Battary life not good..when using after 1hr to much hot..and camera is very bad,mobile accessories,1,anger/sadness,52.99%,HIGH
TKT-18204,I was very excited when I pre-ordered my iPhone 7 but the hype gets over from as soon as you turn on,smartTv,1,anger/sadness,64.53%,HIGH
TKT-18205,Received the damaged product again.... Very very bad from Amazon.... Hope for the best....,refrigerator,1,anger/sadness,63.69%,HIGH
TKT-18207,Battery life poor . Apples only luxury phone looks n music,mobile accessories,4,neutral,47.08%,MEDIUM
TKT-18211,Average,mobile,3,neutral,55.72%,MEDIUM
TKT-18235,Heating problem over hear my phone,mobile,2,anger/sadness,78.52%,HIGH
TKT-18242,Worst seller dont buy battery issue,smartTv,1,anger/sadness,94.90%,HIGH
TKT-18267,service expert is also in agreement that the model is having issue and product is not working proper,mobile accessories,2,anger/sadness,78.36%,HIGH
TKT-18284,Very worst phone I replaced my note 5 pro mobile . I am feeling regret . Please don't this phone .. ,mobile,1,anger/sadness,92.45%,HIGH
TKT-18285,"Hi guys, As my opinion don't buy this phone due to lots of reasons. 1. We have paid 15000 but phone ",mobile accessories,2,anger/sadness,44.57%,HIGH
TKT-18286,"Very sad to have this. Using this for almost two weeks charging takes more than a day, even I didn't",mobile,1,anger/sadness,75.77%,HIGH
TKT-18298,Cable stops working after an month I bought...Will Amazon ready to replace the product since it cove,mobile,2,anger/sadness,75.17%,HIGH
TKT-18314,Sound is not clear normal basic mobile 1500 mobile is better than this product,mobile accessories,1,anger/sadness,41.49%,HIGH
TKT-18317,Pathetic after sale support by boat. No means of communication available to speak with customer serv,mobile accessories,1,anger/sadness,85.47%,HIGH
TKT-18319,Total waste,mobile accessories,1,anger/sadness,93.57%,HIGH
TKT-18324,"Just in two months charging power is none moreover the battery keeps draining even when connected, I",mobile,1,anger/sadness,65.93%,HIGH
TKT-18327,Worst Laptop I’ve ever used in last 20yrs,smartTv,2,anger/sadness,70.55%,HIGH
TKT-18334,"Customer service(installation demo) is very cursed, i am very disappointed 😑😑",smartTv,4,anger/sadness,65.91%,HIGH
TKT-18336,Bad,mobile,1,anger/sadness,67.42%,HIGH
TKT-18344,Worst product from Samsung.An 8 mp camera from other mobiles would be much better than this namesake,mobile,1,anger/sadness,80.57%,HIGH
TKT-18362,Phone is good but very bed experience with Amazon. Customer care not helping with the issue and doub,mobile accessories,1,anger/sadness,84.61%,HIGH
TKT-18378,"Pathetic as firstly not delivered on committed time and secondly it is defective,",smartTv,1,anger/sadness,85.93%,HIGH
TKT-18392,Bad quality,smartTv,1,anger/sadness,91.64%,HIGH
TKT-18400,Not working properly Mobile hang out Battery back up is not good. Soon battery get discharged again ,mobile,1,anger/sadness,65.31%,HIGH
TKT-18402,Battery quality very poor.,mobile,2,anger/sadness,62.67%,HIGH
TKT-18422,"Don't go for this product. Bad camera, network etc. Go for higher versions or other brands..",mobile,3,anger/sadness,62.02%,HIGH
TKT-18430,"Low quality product, not expected from such big company",mobile,1,anger/sadness,64.53%,HIGH
TKT-18431,Amazon thinks that we are duffer's coz I bought this product a few weeks back at 3999 and now during,smartTv,1,anger/sadness,87.66%,HIGH
TKT-18433,All phones are getting replaced due to several issues.... I did for 3 times replaced with every time,mobile,1,anger/sadness,50.78%,HIGH
TKT-18447,Display problem. Intiated refund,refrigerator,4,anger/sadness,85.49%,HIGH
TKT-18450,Worst phone I have ever seen. I bought this phone to record my abroad travel memories it spoiled eve,mobile accessories,1,anger/sadness,95.20%,HIGH
TKT-18451,Useless mobile.verybad.its wifyis not working.,smartTv,1,anger/sadness,94.12%,HIGH
TKT-18453,With in 6 months speakers not working well,smartTv,3,anger/sadness,65.82%,HIGH
TKT-18473,Mobile bis very compact size for me...but front camera is slightly worst and back camera is not wort,mobile accessories,4,anger/sadness,52.05%,HIGH
TKT-18477,"Video clarity is very poor, didn’t expect this poor quality from samsung",mobile accessories,2,anger/sadness,84.15%,HIGH
TKT-18484,Facing a lot of issues,mobile accessories,3,anger/sadness,40.93%,HIGH
TKT-18486,Pathetic service by MI team even after 4 days of deliver installation team is giving nonsense answer,smartTv,1,anger/sadness,83.34%,HIGH
TKT-18487,Sound is not clear. Bad speaker.,mobile,1,anger/sadness,57.47%,HIGH
TKT-18494,I got a defective product... Wifi is not working. After called several times... The technician did n,smartTv,1,anger/sadness,92.93%,HIGH
TKT-18498,within in month 1 side speaker is not working,mobile accessories,2,anger/sadness,86.64%,HIGH
TKT-18499,Worst customer support...very bad user interface.....worst smart TV. I wanted to give 2 star rating ,smartTv,1,anger/sadness,62.64%,HIGH
TKT-18500,The product packaging seemed like it had been opened. It started up after charging but the screen we,refrigerator,1,anger/sadness,95.90%,HIGH
TKT-18501,Very bad battery backup I have never seen before wrost battery backup.,mobile accessories,2,anger/sadness,50.75%,HIGH
TKT-18519,Careful with the system update. Everything was going good before I received an android system update,mobile,1,anger/sadness,68.76%,HIGH
TKT-18525,YouTube is not working after 6 months 0,smartTv,3,anger/sadness,70.44%,HIGH
TKT-18544,It is defective since delivery. I m disappointed with the product. Speaker does not give sound. What,smartTv,1,anger/sadness,90.82%,HIGH
TKT-18583,"Please do not waste money on this, this is not even gettinh charge, its all waste of money for me, a",mobile,1,anger/sadness,98.65%,HIGH
TKT-18584,I am writing third time of my review but till now there is no action from Amazon team Delivered repa,mobile,1,anger/sadness,62.72%,HIGH
TKT-18587,Phone is getting heated during internet usage,mobile accessories,1,anger/sadness,52.04%,HIGH
TKT-18595,very bad mobile please do not buy this mobile the mobile is getting hanged after one month the size ,mobile,1,anger/sadness,71.73%,HIGH
TKT-18608,"Within few days the phone is troubling, the voice stops after a few minutes, facing lots of issues. ",mobile accessories,1,anger/sadness,55.58%,HIGH
TKT-18610,"Absence of basic features like voice recording, themes, screen recording, Safe file, touch screensho",mobile,1,anger/sadness,50.81%,HIGH
TKT-18616,Cable is very cheep. It's broken very fast. I brought in September 2018 some place are remove the co,mobile,1,anger/sadness,47.97%,HIGH
TKT-18619,1. The sound is too low that you will not hear the ring tone. The problem mostly occurs if you keep ,mobile,1,anger/sadness,62.15%,HIGH
TKT-18625,Waste product,mobile,2,anger/sadness,96.25%,HIGH
TKT-18636,"Buy M10s and get chance to visit to service center frequently , i got a chance on 17th day of purcha",mobile accessories,1,anger/sadness,51.21%,HIGH
TKT-18644,camera in message app is not working for my phone..,mobile,3,anger/sadness,43.63%,HIGH
TKT-18649,"I have been JBL lover ever since I started using earphones but this time I had issues with this , in",mobile,2,anger/sadness,56.72%,HIGH
TKT-18666,Display problem I found a minor line on my Screen,mobile accessories,2,anger/sadness,58.07%,HIGH
TKT-18673,Speaker not working,smartTv,1,anger/sadness,73.76%,HIGH
TKT-18688,not working good hanging problem,smartTv,1,anger/sadness,52.69%,HIGH
TKT-18694,Worst product. One side stopped working within one month of use.,mobile,1,anger/sadness,96.47%,HIGH
TKT-18698,"While configuring itself, it was getting disconnected after every 5 mins. I believe proper testing i",smartTv,1,anger/sadness,71.06%,HIGH
TKT-18701,"Again a poor performing phone compared to other brand, battery back up is alo poor",mobile accessories,2,anger/sadness,74.55%,HIGH
TKT-18719,International sims big issue. battery drains faster when you on roaming. They need to work on this s,mobile accessories,4,anger/sadness,47.00%,HIGH
TKT-18723,Its very bulky and photo quality is not good. Cant return as per policy.,mobile,1,anger/sadness,60.06%,HIGH
TKT-18730,I am very disappointed with this product i bought it on 10 of feb with in two or three days it stop ,mobile accessories,1,anger/sadness,90.57%,HIGH
TKT-18737,no cooling after on month,refrigerator,1,anger/sadness,55.15%,HIGH
TKT-18745,I returned it twice as it was a faulty handset. It was not getting connected to WI fi,mobile accessories,1,anger/sadness,77.64%,HIGH
TKT-18754,"I found this phone was not working when I switched it on. Since I opened it 15 days after delivery, ",mobile accessories,1,anger/sadness,93.55%,HIGH
TKT-18756,Plastic quality of keypad is poor,smartTv,3,anger/sadness,54.97%,HIGH
TKT-18759,Phone dead,mobile,1,anger/sadness,86.20%,HIGH
TKT-18763,All good but apps can't download from gplay some software problem is there,mobile accessories,3,anger/sadness,46.21%,HIGH
TKT-18765,Defective product supplied to me..Replacement not given during warranty period...had to replace gear,refrigerator,1,anger/sadness,94.44%,HIGH
TKT-18768,Not working properly im Redmi note 5 pro,mobile,1,anger/sadness,60.32%,HIGH
TKT-18772,Good Speaker but Amazon services are worst. This rating is due to worst services of Amazon otherwise,smartTv,1,anger/sadness,67.41%,HIGH
TKT-18774,NEW TV purchased and then the engineer tries to connect wi-fi and it fails. Smart TV does not detect,refrigerator,1,anger/sadness,73.48%,HIGH
TKT-18778,This is really bad power bank. It worked just for 4-5 charging cycles. Later it stopped charging bey,mobile,1,anger/sadness,60.48%,HIGH
TKT-18780,"Finger scan function not working , looked like used/defective mobile, I need FULL REFUND, NO REPLACE",mobile,1,anger/sadness,91.04%,HIGH
TKT-18781,"bad quality product recived , wifi not working ,",mobile,1,anger/sadness,91.88%,HIGH
TKT-18794,Didn't use the Calum yet but it says that everything is covered,smartTv,5,anger/sadness,52.97%,HIGH
TKT-18798,bad product,mobile,1,anger/sadness,87.18%,HIGH
TKT-18802,Phone is not turning on and not charging responding....,mobile accessories,1,anger/sadness,65.17%,HIGH
TKT-18804,I feel it discharges faster than it claims ..i can hardly charge my phone twice with it..disappointe,mobile,3,anger/sadness,53.01%,HIGH
TKT-18807,"T V is good, but youtube stopped working, it is asking for an update and when u open playstore it sa",refrigerator,2,anger/sadness,82.53%,HIGH
TKT-18810,Worst product.its getting more heat from screen.and camera also taking more time for saving.battery ,mobile accessories,1,anger/sadness,80.03%,HIGH
TKT-18811,Received defective product,refrigerator,1,anger/sadness,93.88%,HIGH
TKT-18817,Didn't worked like new laptop even 1 day . From the date of purchase it didn't worked well as it has,smartTv,1,anger/sadness,97.78%,HIGH
TKT-18826,"Rear camera is worst, Pictures are seems to be reddish in colour. Twice got hanged while using. Not ",mobile,2,anger/sadness,46.03%,HIGH
TKT-18828,"Bad assistance, lots of hassles in registering and in activation the protect plan. No commitment or ",smartTv,1,anger/sadness,63.45%,HIGH
TKT-18833,very bad camera,mobile accessories,1,anger/sadness,58.78%,HIGH
TKT-18836,"Average speaker, i bought it for watching movies on Mac book air. its loudest volume is equal to the",smartTv,3,anger/sadness,35.30%,HIGH
TKT-18852,"This TV installation is not yet done our whole day was wasted waiting for the technician, but it sho",smartTv,1,anger/sadness,95.13%,HIGH
TKT-18854,Damaged within a month. I need to return this asap,mobile,1,anger/sadness,94.03%,HIGH
TKT-18859,Not even one week ends after buying redmi Y3 it's getting hang...while playing vedios online and typ,smartTv,1,anger/sadness,75.29%,HIGH
TKT-18862,Bought the product after seeing lot of advertising. Disappointed with the battery performance after ,mobile,3,anger/sadness,48.50%,HIGH
TKT-18870,"I'm writing this review, bcos, after 3 months of purchase iphone 6, my hearing mic has gone. So i re",mobile accessories,1,anger/sadness,85.48%,HIGH
TKT-18877,Average,smartTv,5,neutral,55.72%,MEDIUM
TKT-18878,"Product recieved is not working, remote not getting paired.",smartTv,1,anger/sadness,64.74%,HIGH
TKT-18882,You people made the kindle 10th gen and removed the bluetooth feature from it so we cant use audio b,smartTv,1,anger/sadness,48.34%,HIGH
TKT-18885,"Mobile hang many times, screen protector is not available in market mostly glass covered proximity s",mobile accessories,2,anger/sadness,40.54%,HIGH
TKT-18887,"Very bad, not working now... Bought it 4-5 months back. I didn't expect a bad quality product from J",mobile,1,anger/sadness,97.27%,HIGH
TKT-18888,The product is just an overhyped item from Mi. Pros- 1. Vibration alert are a blessing if you keep y,refrigerator,1,anger/sadness,73.76%,HIGH
TKT-18891,Very very worst.bought 1 month back problem started with mic and then camera. Don't buy this.,mobile,1,anger/sadness,98.87%,HIGH
TKT-18901,"Product is advertised to be a monster. Was happy to gift to my brother, who was looking forward to u",mobile,2,anger/sadness,86.81%,HIGH
TKT-18902,Waste of money it can not even able to open two browser at same time. Motherboard gone just in 1 yea,smartTv,1,anger/sadness,95.34%,HIGH
